contact_id,account_id,first_name,last_name,title,seniority,role_flag,email,email_domain,last_activity_at
CON-GX9R8LIY,ACC-F9FWQ3PI,Emma,Clark,CIO,C-Level,Decision_Maker,emma.clark@mulesoft.com,mulesoft.com,2025-04-15T01:52:17.131511
CON-FP4ONRD9,ACC-F9FWQ3PI,Ava,Davis,Data Analyst,IC,User,ava.davis@mulesoft.com,mulesoft.com,2022-12-30T12:12:14.131511
CON-WKITZ65S,ACC-F9FWQ3PI,Alex,Garcia,CISO,C-Level,Decision_Maker,alex.garcia@mulesoft.com,mulesoft.com,2025-07-11T06:16:28.131511
CON-LSYN5EKR,ACC-F9FWQ3PI,Nina,White,Data Analyst,IC,User,nina.white@mulesoft.com,mulesoft.com,2023-01-10T14:50:13.131511
CON-8TK45KEO,ACC-AZXV79GY,Arjun,Young,Risk Analyst,IC,Decision_Influencer,arjun.young@nutanix.com,nutanix.com,2024-06-25T22:50:16.131511
CON-689KZ7Z2,ACC-AZXV79GY,Leo,Garcia,Risk Analyst,IC,Decision_Influencer,leo.garcia@nutanix.com,nutanix.com,2023-02-06T16:41:55.131511
CON-IBJTF4MU,ACC-AZXV79GY,Sophia,Thomas,Sales Ops Manager,Manager,User,sophia.thomas@nutanix.com,nutanix.com,2025-05-20T04:02:42.131511
CON-X042HM3D,ACC-AZXV79GY,Alex,Lopez,IT Manager,Manager,Decision_Influencer,alex.lopez@nutanix.com,nutanix.com,2022-12-21T00:42:06.131511
CON-YNJEEP7C,ACC-Q3ZXXM74,Riley,Moore,Sales Ops Manager,Manager,User,riley.moore@zscaler.com,zscaler.com,2023-08-26T04:30:07.131511
CON-KLLLZB2C,ACC-Q3ZXXM74,Noah,Thomas,Security Engineer,IC,Decision_Influencer,noah.thomas@zscaler.com,zscaler.com,2024-06-20T08:23:09.131511
CON-9L42QEK7,ACC-Q3ZXXM74,Liam,Nguyen,GRC Manager,Manager,Decision_Influencer,liam.nguyen@zscaler.com,zscaler.com,2025-02-06T13:12:05.131511
CON-VRNLOYU6,ACC-Q3ZXXM74,Morgan,Hernandez,VP Security,VP,Decision_Maker,morgan.hernandez@zscaler.com,zscaler.com,2023-08-04T20:39:14.131511
CON-SXR1BLE8,ACC-9UJHHQ3Q,Ava,Brown,VP IT,VP,Decision_Maker,ava.brown@crowdstrike.com,crowdstrike.com,2024-03-26T16:00:46.131511
CON-6E25N2VG,ACC-9UJHHQ3Q,Arjun,Garcia,Security Engineer,IC,Decision_Influencer,arjun.garcia@crowdstrike.com,crowdstrike.com,2024-09-29T06:52:10.131511
CON-XJTPYQMU,ACC-9UJHHQ3Q,Diego,Jones,VP IT,VP,Decision_Maker,diego.jones@crowdstrike.com,crowdstrike.com,2024-06-15T15:00:51.131511
CON-BSXO4PBK,ACC-9UJHHQ3Q,Drew,Hernandez,GRC Manager,Manager,Decision_Influencer,drew.hernandez@crowdstrike.com,crowdstrike.com,2023-12-22T03:11:56.131511
CON-JDFPEERD,ACC-WLCVD23O,Riley,Miller,GRC Manager,Manager,Decision_Influencer,riley.miller@tenable.com,tenable.com,2025-01-23T16:32:31.131511
CON-P28ILQGD,ACC-WLCVD23O,Isla,Chen,Systems Admin,IC,User,isla.chen@tenable.com,tenable.com,2024-05-13T17:23:44.131511
CON-WOVQU2TI,ACC-WLCVD23O,Diego,Hernandez,Sales Ops Manager,Manager,User,diego.hernandez@tenable.com,tenable.com,2023-09-15T07:11:48.131511
CON-L83MD6J0,ACC-WLCVD23O,Yara,Rodriguez,IT Manager,Manager,Decision_Influencer,yara.rodriguez@tenable.com,tenable.com,2023-04-08T12:04:45.131511
CON-1YUWIIOB,ACC-O4N85DZ7,Isla,Hernandez,Director of IT,Director,Decision_Maker,isla.hernandez@rapid7.com,rapid7.com,2024-10-03T01:36:35.131511
CON-BWJT3JCN,ACC-O4N85DZ7,Ava,White,Director of IT,Director,Decision_Maker,ava.white@rapid7.com,rapid7.com,2023-09-15T18:44:39.131511
CON-ADF776UI,ACC-O4N85DZ7,Arjun,King,Head of Security,Director,Decision_Maker,arjun.king@rapid7.com,rapid7.com,2025-06-09T03:13:00.131511
CON-LGLO8A9P,ACC-O4N85DZ7,Alex,Garcia,CISO,C-Level,Decision_Maker,alex.garcia@rapid7.com,rapid7.com,2023-02-27T20:25:46.131511
CON-P5X3L0UT,ACC-C0XPDBQC,Taylor,Lopez,CIO,C-Level,Decision_Maker,taylor.lopez@palo-alto-networks.com,palo-alto-networks.com,2024-10-26T05:57:54.131511
CON-WUWHUC0S,ACC-C0XPDBQC,Drew,Kim,Sales Ops Manager,Manager,User,drew.kim@palo-alto-networks.com,palo-alto-networks.com,2025-07-23T04:31:11.131511
CON-UE1BP21O,ACC-C0XPDBQC,Maya,Young,CISO,C-Level,Decision_Maker,maya.young@palo-alto-networks.com,palo-alto-networks.com,2023-08-09T03:22:28.131511
CON-WVBMXVLX,ACC-C0XPDBQC,Cameron,Thomas,Data Analyst,IC,User,cameron.thomas@palo-alto-networks.com,palo-alto-networks.com,2024-09-27T06:31:27.131511
CON-FF993J47,ACC-JYVGHTEK,Harper,Wilson,VP IT,VP,Decision_Maker,harper.wilson@fortinet.com,fortinet.com,2023-11-21T06:20:10.131511
CON-UEUC1I03,ACC-JYVGHTEK,Olivia,Wilson,Head of Security,Director,Decision_Maker,olivia.wilson@fortinet.com,fortinet.com,2025-08-04T06:06:56.131511
CON-Q0OASLAB,ACC-JYVGHTEK,Kai,Jones,Director of IT,Director,Decision_Maker,kai.jones@fortinet.com,fortinet.com,2023-07-27T07:05:49.131511
CON-OXY8K2AK,ACC-JYVGHTEK,Mateo,Singh,Sales Ops Manager,Manager,User,mateo.singh@fortinet.com,fortinet.com,2022-11-22T18:20:44.131511
CON-ARVD6JHW,ACC-NU5YRZH9,Priya,Miller,Data Analyst,IC,User,priya.miller@ibm.com,ibm.com,2024-01-25T08:22:05.131511
CON-0D7ZWWM9,ACC-NU5YRZH9,Cameron,Chen,Sales Ops Manager,Manager,User,cameron.chen@ibm.com,ibm.com,2022-12-03T02:05:41.131511
CON-13G7N3KZ,ACC-NU5YRZH9,Sophia,Chen,GRC Manager,Manager,Decision_Influencer,sophia.chen@ibm.com,ibm.com,2024-11-29T10:51:12.131511
CON-HQW70MW6,ACC-NU5YRZH9,Min,Harris,VP IT,VP,Decision_Maker,min.harris@ibm.com,ibm.com,2024-12-12T02:58:08.131511
CON-SFE6NSL9,ACC-2UR34D9N,Jamie,Singh,VP IT,VP,Decision_Maker,jamie.singh@accenture.com,accenture.com,2024-01-31T21:37:38.131511
CON-IKXWERO3,ACC-2UR34D9N,Arjun,White,IT Manager,Manager,Decision_Influencer,arjun.white@accenture.com,accenture.com,2025-04-11T02:05:14.131511
CON-1C5AQPXW,ACC-2UR34D9N,Casey,Brown,Security Engineer,IC,Decision_Influencer,casey.brown@accenture.com,accenture.com,2024-02-11T22:59:59.131511
CON-35N6ZOW2,ACC-2UR34D9N,Ava,Wilson,Systems Admin,IC,User,ava.wilson@accenture.com,accenture.com,2023-05-09T21:23:08.131511
CON-QP7ZYUIV,ACC-34C5LCSM,Ethan,Wong,Data Analyst,IC,User,ethan.wong@sap.com,sap.com,2024-05-24T07:27:12.131511
CON-CL4OMMBN,ACC-34C5LCSM,Sam,Singh,VP Security,VP,Decision_Maker,sam.singh@sap.com,sap.com,2023-04-23T08:05:06.131511
CON-QAUVN2EJ,ACC-34C5LCSM,Luca,Hernandez,CIO,C-Level,Decision_Maker,luca.hernandez@sap.com,sap.com,2025-03-25T16:06:11.131511
CON-RKYH5JQT,ACC-34C5LCSM,Luca,Hall,GRC Manager,Manager,Decision_Influencer,luca.hall@sap.com,sap.com,2023-11-26T01:24:16.131511
CON-XS2DTDTA,ACC-RZI1MQBW,Ava,Miller,CISO,C-Level,Decision_Maker,ava.miller@siemens.com,siemens.com,2025-06-03T02:49:48.131511
CON-V92K5OR5,ACC-RZI1MQBW,Diego,Anderson,VP Security,VP,Decision_Maker,diego.anderson@siemens.com,siemens.com,2023-02-21T11:59:58.131511
CON-S2E46S6C,ACC-RZI1MQBW,Jack,Lee,Sales Ops Manager,Manager,User,jack.lee@siemens.com,siemens.com,2023-01-16T07:26:19.131511
CON-ICHFTEI2,ACC-RZI1MQBW,Anika,Garcia,GRC Manager,Manager,Decision_Influencer,anika.garcia@siemens.com,siemens.com,2023-09-10T18:38:04.131511
CON-YMLZ1SS5,ACC-C7TUXEXA,Noah,Lewis,Director of IT,Director,Decision_Maker,noah.lewis@qualcomm.com,qualcomm.com,2024-03-11T15:23:41.131511
CON-CMD35JO3,ACC-C7TUXEXA,Maya,Thomas,Sales Ops Manager,Manager,User,maya.thomas@qualcomm.com,qualcomm.com,2025-10-09T10:48:04.131511
CON-NJ9A0PCO,ACC-C7TUXEXA,Taylor,Hernandez,IT Manager,Manager,Decision_Influencer,taylor.hernandez@qualcomm.com,qualcomm.com,2025-01-13T03:34:29.131511
CON-Y3FDNHUX,ACC-C7TUXEXA,Mia,Garcia,VP IT,VP,Decision_Maker,mia.garcia@qualcomm.com,qualcomm.com,2025-09-19T12:41:21.131511
CON-2BTPRZHO,ACC-GNSWN5OS,Olivia,Singh,Security Architect,Director,Decision_Influencer,olivia.singh@texas-instruments.com,texas-instruments.com,2023-02-06T05:12:25.131511
CON-L8FODD4F,ACC-GNSWN5OS,Isla,Taylor,Risk Analyst,IC,Decision_Influencer,isla.taylor@texas-instruments.com,texas-instruments.com,2024-04-04T08:37:18.131511
CON-UY9Z0B7H,ACC-GNSWN5OS,Diego,Davis,IT Manager,Manager,Decision_Influencer,diego.davis@texas-instruments.com,texas-instruments.com,2025-06-15T21:45:45.131511
CON-TGYORKJ1,ACC-GNSWN5OS,Ava,Clark,Data Analyst,IC,User,ava.clark@texas-instruments.com,texas-instruments.com,2024-05-22T22:44:57.131511
CON-FT59CEWH,ACC-LSIWWDDC,Avery,Khan,Security Engineer,IC,Decision_Influencer,avery.khan@paypal.com,paypal.com,2023-10-03T03:26:57.131511
CON-LRXYPZEI,ACC-LSIWWDDC,Riley,Chen,Security Architect,Director,Decision_Influencer,riley.chen@paypal.com,paypal.com,2024-11-10T02:08:12.131511
CON-YRNAA39M,ACC-LSIWWDDC,Leo,Young,Risk Analyst,IC,Decision_Influencer,leo.young@paypal.com,paypal.com,2024-04-03T10:13:07.131511
CON-PREA3U03,ACC-LSIWWDDC,Luca,Patel,Risk Analyst,IC,Decision_Influencer,luca.patel@paypal.com,paypal.com,2025-03-05T06:46:02.131511
CON-2CQVHYJH,ACC-QR1IZP9E,Harper,Martinez,Head of Security,Director,Decision_Maker,harper.martinez@square-enix.com,square-enix.com,2025-09-19T17:06:32.131511
CON-FVBL62PX,ACC-QR1IZP9E,Mia,Davis,Security Engineer,IC,Decision_Influencer,mia.davis@square-enix.com,square-enix.com,2025-08-07T15:36:41.131511
CON-CN3WVA9C,ACC-QR1IZP9E,Maya,Taylor,Systems Admin,IC,User,maya.taylor@square-enix.com,square-enix.com,2022-11-15T08:25:36.131511
CON-P2K4EE01,ACC-QR1IZP9E,Jordan,Jones,VP IT,VP,Decision_Maker,jordan.jones@square-enix.com,square-enix.com,2025-09-09T00:29:07.131511
CON-F98YPXBM,ACC-JGW2LO73,Mia,Patel,CISO,C-Level,Decision_Maker,mia.patel@electronic-arts.com,electronic-arts.com,2024-12-05T01:47:33.131511
CON-H09IXGJ7,ACC-JGW2LO73,Luca,Wright,Head of Security,Director,Decision_Maker,luca.wright@electronic-arts.com,electronic-arts.com,2025-02-08T08:41:20.131511
CON-T8YE3GDQ,ACC-JGW2LO73,Liam,Walker,VP IT,VP,Decision_Maker,liam.walker@electronic-arts.com,electronic-arts.com,2024-11-21T02:16:06.131511
CON-U523Q33C,ACC-JGW2LO73,Ethan,Lewis,CISO,C-Level,Decision_Maker,ethan.lewis@electronic-arts.com,electronic-arts.com,2024-01-30T20:59:42.131511
CON-VVVB3QN1,ACC-KSOCSBXS,Olivia,Walker,Director of IT,Director,Decision_Maker,olivia.walker@take-two.com,take-two.com,2023-06-22T00:47:01.131511
CON-3GR1MRWH,ACC-KSOCSBXS,Mia,Hall,Security Architect,Director,Decision_Influencer,mia.hall@take-two.com,take-two.com,2022-11-10T19:50:38.131511
CON-80CSUM1E,ACC-KSOCSBXS,Ethan,Martin,Director of IT,Director,Decision_Maker,ethan.martin@take-two.com,take-two.com,2025-04-25T07:35:55.131511
CON-A9X5QX96,ACC-KSOCSBXS,Noah,White,Sales Ops Manager,Manager,User,noah.white@take-two.com,take-two.com,2025-10-18T10:14:24.131511
CON-SD80WNN0,ACC-VZYA6KV0,Taylor,Williams,Security Architect,Director,Decision_Influencer,taylor.williams@booking-holdings.com,booking-holdings.com,2023-11-15T02:13:50.131511
CON-XM1Y8GAW,ACC-VZYA6KV0,Emma,Nguyen,Security Engineer,IC,Decision_Influencer,emma.nguyen@booking-holdings.com,booking-holdings.com,2023-08-23T23:14:15.131511
CON-WS7EXRG9,ACC-VZYA6KV0,Quinn,Patel,Head of Security,Director,Decision_Maker,quinn.patel@booking-holdings.com,booking-holdings.com,2023-02-17T13:09:51.131511
CON-TDJBLKG7,ACC-VZYA6KV0,Taylor,Wright,GRC Manager,Manager,Decision_Influencer,taylor.wright@booking-holdings.com,booking-holdings.com,2022-12-14T17:46:42.131511
CON-3RQNTFTY,ACC-046JN6CU,Mateo,Khan,Director of IT,Director,Decision_Maker,mateo.khan@expedia.com,expedia.com,2024-07-17T20:06:55.131511
CON-F2QQ5ACK,ACC-046JN6CU,Avery,Jones,Security Architect,Director,Decision_Influencer,avery.jones@expedia.com,expedia.com,2023-11-29T08:49:41.131511
CON-7YMJRJ96,ACC-046JN6CU,Taylor,Anderson,Security Architect,Director,Decision_Influencer,taylor.anderson@expedia.com,expedia.com,2025-04-25T13:53:24.131511
CON-HH6NT1P3,ACC-046JN6CU,Riley,Moore,Data Analyst,IC,User,riley.moore@expedia.com,expedia.com,2025-02-22T04:09:56.131511
CON-FW90MARF,ACC-0P3DB1KO,Kenji,Hall,CISO,C-Level,Decision_Maker,kenji.hall@lyft.com,lyft.com,2023-10-27T04:43:59.131511
CON-QQYJ03XI,ACC-0P3DB1KO,Cameron,Patel,CIO,C-Level,Decision_Maker,cameron.patel@lyft.com,lyft.com,2025-06-02T11:04:14.131511
CON-FIGT255A,ACC-0P3DB1KO,Drew,Wright,CIO,C-Level,Decision_Maker,drew.wright@lyft.com,lyft.com,2025-05-04T17:57:58.131511
CON-4CT1JPLS,ACC-0P3DB1KO,Morgan,Kim,CISO,C-Level,Decision_Maker,morgan.kim@lyft.com,lyft.com,2024-01-08T04:46:35.131511
CON-AWIYME8F,ACC-A4SFFK1L,Mateo,Khan,VP Security,VP,Decision_Maker,mateo.khan@doordash.com,doordash.com,2024-06-02T04:56:52.131511
CON-RY7QZUYV,ACC-A4SFFK1L,Maya,Wong,VP Security,VP,Decision_Maker,maya.wong@doordash.com,doordash.com,2023-01-18T07:52:57.131511
CON-WIQ2RCZL,ACC-A4SFFK1L,Leo,Hernandez,Security Architect,Director,Decision_Influencer,leo.hernandez@doordash.com,doordash.com,2023-02-08T00:23:55.131511
CON-54EVLX16,ACC-A4SFFK1L,Jamie,Harris,Risk Analyst,IC,Decision_Influencer,jamie.harris@doordash.com,doordash.com,2023-11-02T21:48:45.131511
CON-IUXLR30F,ACC-15BYCN1D,Min,Jackson,CISO,C-Level,Decision_Maker,min.jackson@instacart.com,instacart.com,2023-05-19T06:13:36.131511
CON-4TN5FR9F,ACC-15BYCN1D,Kenji,Davis,CIO,C-Level,Decision_Maker,kenji.davis@instacart.com,instacart.com,2025-01-14T11:30:44.131511
CON-TGZNB8V2,ACC-15BYCN1D,Morgan,Singh,Sales Ops Manager,Manager,User,morgan.singh@instacart.com,instacart.com,2024-01-13T04:38:27.131511
CON-F3Z2IU4W,ACC-15BYCN1D,Liam,Jackson,CIO,C-Level,Decision_Maker,liam.jackson@instacart.com,instacart.com,2025-04-23T13:19:05.131511
CON-31QCV24A,ACC-PSQQ1LXF,Mateo,Jackson,GRC Manager,Manager,Decision_Influencer,mateo.jackson@target.com,target.com,2024-10-03T12:34:46.131511
CON-N0G3BQ4Y,ACC-PSQQ1LXF,Alex,Wright,GRC Manager,Manager,Decision_Influencer,alex.wright@target.com,target.com,2023-10-14T13:26:39.131511
CON-HWBZZK3M,ACC-PSQQ1LXF,Quinn,Davis,VP IT,VP,Decision_Maker,quinn.davis@target.com,target.com,2024-07-27T19:30:38.131511
CON-PIMZJMGX,ACC-PSQQ1LXF,Kai,Jones,GRC Manager,Manager,Decision_Influencer,kai.jones@target.com,target.com,2024-11-02T00:34:41.131511
CON-QU7E05M4,ACC-CAFZ06AL,Leo,Young,VP IT,VP,Decision_Maker,leo.young@walmart.com,walmart.com,2023-04-07T09:50:27.131511
CON-BTCKRXQK,ACC-CAFZ06AL,Jack,Davis,VP Security,VP,Decision_Maker,jack.davis@walmart.com,walmart.com,2025-09-29T00:57:57.131511
CON-39GOHETP,ACC-CAFZ06AL,Quinn,Wilson,Risk Analyst,IC,Decision_Influencer,quinn.wilson@walmart.com,walmart.com,2023-05-27T14:01:51.131511
CON-Z2N6VZRF,ACC-CAFZ06AL,Priya,Kim,IT Manager,Manager,Decision_Influencer,priya.kim@walmart.com,walmart.com,2025-02-09T01:36:52.131511
CON-HCBB3N3Z,ACC-XT58JMVD,Yara,Brown,Director of IT,Director,Decision_Maker,yara.brown@best-buy.com,best-buy.com,2025-10-02T03:57:09.131511
CON-J0HWVRIF,ACC-XT58JMVD,Alex,Wong,VP Security,VP,Decision_Maker,alex.wong@best-buy.com,best-buy.com,2024-11-04T11:56:35.131511
CON-BSPKGRZ7,ACC-XT58JMVD,Omar,Hall,Security Engineer,IC,Decision_Influencer,omar.hall@best-buy.com,best-buy.com,2022-10-28T12:32:14.131511
CON-4ZEFE7PF,ACC-XT58JMVD,Anika,Lee,Director of IT,Director,Decision_Maker,anika.lee@best-buy.com,best-buy.com,2023-07-01T07:32:50.131511
CON-Z9SUBP1P,ACC-RN7AL0WC,Sam,Khan,Security Architect,Director,Decision_Influencer,sam.khan@costco.com,costco.com,2024-07-07T23:30:15.131511
CON-5HTKI3E1,ACC-RN7AL0WC,Jordan,Jackson,CISO,C-Level,Decision_Maker,jordan.jackson@costco.com,costco.com,2023-03-04T13:02:44.131511
CON-9XWUA5CC,ACC-RN7AL0WC,Riley,Singh,Risk Analyst,IC,Decision_Influencer,riley.singh@costco.com,costco.com,2025-08-23T14:43:42.131511
CON-TJ9ZHV4N,ACC-RN7AL0WC,Avery,Miller,Risk Analyst,IC,Decision_Influencer,avery.miller@costco.com,costco.com,2025-09-15T06:30:14.131511
CON-WPU0U1B9,ACC-L3FCE5XE,Ava,Thomas,Sales Ops Manager,Manager,User,ava.thomas@home-depot.com,home-depot.com,2024-03-17T05:31:50.131511
CON-1EOP23SO,ACC-L3FCE5XE,Priya,Hernandez,Security Engineer,IC,Decision_Influencer,priya.hernandez@home-depot.com,home-depot.com,2023-08-17T13:40:31.131511
CON-5W5C9TCB,ACC-L3FCE5XE,Ava,Thomas,Risk Analyst,IC,Decision_Influencer,ava.thomas@home-depot.com,home-depot.com,2024-11-02T18:04:32.131511
CON-PWO8M6LV,ACC-L3FCE5XE,Alex,Wong,IT Manager,Manager,Decision_Influencer,alex.wong@home-depot.com,home-depot.com,2025-08-30T06:36:24.131511
CON-GJQI8OU2,ACC-AEQRTVPQ,Riley,Martinez,Data Analyst,IC,User,riley.martinez@lowe-s.com,lowe-s.com,2024-05-06T22:04:34.131511
CON-NS64AATF,ACC-AEQRTVPQ,Diego,Harris,CISO,C-Level,Decision_Maker,diego.harris@lowe-s.com,lowe-s.com,2023-06-28T16:00:45.131511
CON-V31G6NGC,ACC-AEQRTVPQ,Rowan,Singh,VP IT,VP,Decision_Maker,rowan.singh@lowe-s.com,lowe-s.com,2022-11-21T06:32:54.131511
CON-4GQSB28V,ACC-AEQRTVPQ,Riley,Nguyen,Director of IT,Director,Decision_Maker,riley.nguyen@lowe-s.com,lowe-s.com,2025-01-28T10:13:24.131511
CON-X9BQJ8IK,ACC-1AP0QUWQ,Drew,Taylor,Sales Ops Manager,Manager,User,drew.taylor@fedex.com,fedex.com,2025-02-16T15:47:08.131511
CON-JXSP6UFI,ACC-1AP0QUWQ,Jamie,King,IT Manager,Manager,Decision_Influencer,jamie.king@fedex.com,fedex.com,2024-09-01T14:31:17.131511
CON-L6MX70T7,ACC-1AP0QUWQ,Isla,Davis,Sales Ops Manager,Manager,User,isla.davis@fedex.com,fedex.com,2024-05-21T16:48:37.131511
CON-893643WM,ACC-1AP0QUWQ,Leo,King,Systems Admin,IC,User,leo.king@fedex.com,fedex.com,2023-02-10T12:58:28.131511
CON-GQQXDTLT,ACC-GV034CG7,Jack,Singh,GRC Manager,Manager,Decision_Influencer,jack.singh@ups.com,ups.com,2024-03-30T17:27:02.131511
CON-YPX90NAO,ACC-GV034CG7,Olivia,Wilson,Security Architect,Director,Decision_Influencer,olivia.wilson@ups.com,ups.com,2025-05-06T14:16:35.131511
CON-2SICHGZR,ACC-GV034CG7,Sophia,Thompson,Head of Security,Director,Decision_Maker,sophia.thompson@ups.com,ups.com,2024-11-07T16:12:19.131511
CON-A9MJMNBM,ACC-GV034CG7,Casey,Khan,Data Analyst,IC,User,casey.khan@ups.com,ups.com,2023-03-24T04:35:08.131511
CON-GDY1QPH8,ACC-I0ZKDKWW,Nina,Anderson,IT Manager,Manager,Decision_Influencer,nina.anderson@american-express.com,american-express.com,2024-10-03T01:13:41.131511
CON-ECY6XTC3,ACC-I0ZKDKWW,Maya,Williams,Security Engineer,IC,Decision_Influencer,maya.williams@american-express.com,american-express.com,2022-12-11T00:41:23.131511
CON-49QTYBDW,ACC-I0ZKDKWW,Noah,Walker,Head of Security,Director,Decision_Maker,noah.walker@american-express.com,american-express.com,2024-11-10T20:52:19.131511
CON-5XG11HCQ,ACC-I0ZKDKWW,Diego,Martin,Sales Ops Manager,Manager,User,diego.martin@american-express.com,american-express.com,2024-11-15T01:05:15.131511
CON-R27T9FCN,ACC-7JGCNUYW,Liam,Davis,Risk Analyst,IC,Decision_Influencer,liam.davis@jpmorgan-chase.com,jpmorgan-chase.com,2024-07-05T14:09:21.131511
CON-LOV3NLYB,ACC-7JGCNUYW,Alex,Chen,Data Analyst,IC,User,alex.chen@jpmorgan-chase.com,jpmorgan-chase.com,2024-11-10T09:52:06.131511
CON-QGSFS82T,ACC-7JGCNUYW,Min,Singh,Sales Ops Manager,Manager,User,min.singh@jpmorgan-chase.com,jpmorgan-chase.com,2025-02-21T23:44:43.131511
CON-S9DP8WHI,ACC-7JGCNUYW,Isla,King,Head of Security,Director,Decision_Maker,isla.king@jpmorgan-chase.com,jpmorgan-chase.com,2023-03-21T00:24:21.131511
CON-VPN1UFVC,ACC-5F5HJ33C,Avery,Williams,CIO,C-Level,Decision_Maker,avery.williams@goldman-sachs.com,goldman-sachs.com,2024-03-24T17:51:50.131511
CON-NRSHC2SV,ACC-5F5HJ33C,Quinn,Lewis,Security Architect,Director,Decision_Influencer,quinn.lewis@goldman-sachs.com,goldman-sachs.com,2024-05-31T22:45:58.131511
CON-PCNJEAX2,ACC-5F5HJ33C,Yara,Lewis,VP Security,VP,Decision_Maker,yara.lewis@goldman-sachs.com,goldman-sachs.com,2025-08-30T20:19:14.131511
CON-664BQ5GM,ACC-5F5HJ33C,Riley,Wong,Data Analyst,IC,User,riley.wong@goldman-sachs.com,goldman-sachs.com,2023-02-12T14:39:15.131511
CON-CMHIW2A6,ACC-4XO5UIZM,Liam,Lopez,Security Architect,Director,Decision_Influencer,liam.lopez@morgan-stanley.com,morgan-stanley.com,2025-07-04T02:07:05.131511
CON-RCB8DG5Q,ACC-4XO5UIZM,Ethan,King,CIO,C-Level,Decision_Maker,ethan.king@morgan-stanley.com,morgan-stanley.com,2024-11-26T17:13:41.131511
CON-650SN6ML,ACC-4XO5UIZM,Emma,Miller,CIO,C-Level,Decision_Maker,emma.miller@morgan-stanley.com,morgan-stanley.com,2025-02-12T01:09:36.131511
CON-UA544BXF,ACC-4XO5UIZM,Isla,Clark,Director of IT,Director,Decision_Maker,isla.clark@morgan-stanley.com,morgan-stanley.com,2023-02-11T18:26:52.131511
CON-I67S24PR,ACC-NYYQQ718,Ethan,Wong,VP Security,VP,Decision_Maker,ethan.wong@bank-of-america.com,bank-of-america.com,2025-09-26T12:22:39.131511
CON-MZ31CXUF,ACC-NYYQQ718,Sam,Anderson,CISO,C-Level,Decision_Maker,sam.anderson@bank-of-america.com,bank-of-america.com,2024-01-05T16:36:29.131511
CON-FPL197TK,ACC-NYYQQ718,Riley,Patel,Systems Admin,IC,User,riley.patel@bank-of-america.com,bank-of-america.com,2024-09-06T18:23:01.131511
CON-EA6PR6CW,ACC-NYYQQ718,Liam,Jackson,Head of Security,Director,Decision_Maker,liam.jackson@bank-of-america.com,bank-of-america.com,2025-07-12T10:09:42.131511
CON-IUTN0VD2,ACC-YZOUPDSP,Harper,Young,VP Security,VP,Decision_Maker,harper.young@citigroup.com,citigroup.com,2024-07-11T01:52:59.131511
CON-4EM9V51G,ACC-YZOUPDSP,Sam,Brown,Security Architect,Director,Decision_Influencer,sam.brown@citigroup.com,citigroup.com,2025-05-14T04:08:02.131511
CON-7S41AJD4,ACC-YZOUPDSP,Diego,Lee,Risk Analyst,IC,Decision_Influencer,diego.lee@citigroup.com,citigroup.com,2023-04-24T17:08:32.131511
CON-6YHE8L2H,ACC-YZOUPDSP,Avery,Hall,Risk Analyst,IC,Decision_Influencer,avery.hall@citigroup.com,citigroup.com,2025-01-21T01:09:55.131511
CON-3SCWVHED,ACC-TV1066HW,Jack,Patel,Director of IT,Director,Decision_Maker,jack.patel@visa.com,visa.com,2025-06-02T17:04:21.131511
CON-1SVYTPR1,ACC-TV1066HW,Min,Wong,Security Engineer,IC,Decision_Influencer,min.wong@visa.com,visa.com,2023-11-18T08:03:41.131511
CON-E10KNJTC,ACC-TV1066HW,Harper,Miller,CISO,C-Level,Decision_Maker,harper.miller@visa.com,visa.com,2023-11-22T07:19:57.131511
CON-4MYAI9HB,ACC-TV1066HW,Jordan,Davis,Data Analyst,IC,User,jordan.davis@visa.com,visa.com,2024-10-26T23:21:42.131511
CON-F6WXX7QI,ACC-DHC4RFDS,Liam,White,Head of Security,Director,Decision_Maker,liam.white@mastercard.com,mastercard.com,2024-07-03T21:16:39.131511
CON-H5AIHQC4,ACC-DHC4RFDS,Alex,King,Director of IT,Director,Decision_Maker,alex.king@mastercard.com,mastercard.com,2023-10-30T09:41:12.131511
CON-2F6JB802,ACC-DHC4RFDS,Diego,Miller,Systems Admin,IC,User,diego.miller@mastercard.com,mastercard.com,2025-09-03T17:46:26.131511
CON-ZE8XOQDY,ACC-DHC4RFDS,Min,Lopez,Security Engineer,IC,Decision_Influencer,min.lopez@mastercard.com,mastercard.com,2025-04-18T05:39:30.131511
CON-8455SHD7,ACC-QVCEJTI4,Min,Jackson,CISO,C-Level,Decision_Maker,min.jackson@capital-one.com,capital-one.com,2024-10-19T11:32:54.131511
CON-6ZDP00WY,ACC-QVCEJTI4,Ethan,Hernandez,CISO,C-Level,Decision_Maker,ethan.hernandez@capital-one.com,capital-one.com,2024-05-12T12:06:49.131511
CON-AHY8JXI6,ACC-QVCEJTI4,Yara,Miller,Security Architect,Director,Decision_Influencer,yara.miller@capital-one.com,capital-one.com,2024-11-29T07:20:36.131511
CON-CUPAUKWT,ACC-QVCEJTI4,Priya,White,VP IT,VP,Decision_Maker,priya.white@capital-one.com,capital-one.com,2024-04-05T11:49:59.131511
